Bankrupt,working capital to total assets assets,retained earning to total assets,ROA (C) : Return On Total Assets (C) : before interest and depreciation before interest,net worth / assets
0,867025789,940226635,535270316,975058198
0,838351006,946438741,491736947,869274723
0,748339557,939046014,54974894,885146779
0,759712785,940539824,546921464,836139916
0,771892468,939794076,518012967,891949088
0,800197838,937825739,525325403,853856154
1,762996518,892879725,407838931,870604952
0,790742786,938081312,517037976,871330532
0,769518167,934270123,47662458,945158267
0,842771863,935677154,482815775,933518759
0,786978431,960406913,625408278,963267527
0,811576082,938268426,513820504,942437343
0,774132469,940274934,49027446,886749101
0,901327643,937325016,479842051,967227983
0,783318585,931198747,454248525,906249055
0,80324326,944465725,516452981,866463101
0,754522375,901238125,47657583,851951507
0,803165484,935503879,480719544,886597938
0,837010472,95321353,580899917,880974695
0,815050164,909237789,404475211,880974695
0,780741571,937124205,499244382,789974907
0,88481897,969436768,551455175,933367597
0,80702464,942240262,52459416,921788554
0,830489652,937680996,49485692,934788524
0,877610692,928182324,437819919,947879191
0,799399006,942488891,523960415,868700305
0,835963044,950526247,520157949,943223388
0,81091375,940275603,516794228,896756054
0,82728203,929256566,457465997,832209693
0,78030865,953228701,552186418,857423587
0,762923439,952595335,49261444,858753817
0,803039199,945578965,554380149,878132842
0,857680116,952336366,567055038,880642138
0,755869645,939608312,514113002,808839979
0,818868983,92964,489591966,869577047
0,768426384,910434429,430994979,844030595
0,723820327,91792329,451518549,844363153
0,841172019,943409396,504460586,93741875
0,73104763,958757324,48457076,854430571
0,839164519,941174125,502949349,856425915
0,842606312,943202188,520304197,956072195
0,787202505,934358511,491493199,842881761
0,812550023,942148586,497928143,89318862
0,838654195,9480763,568761273,877679354
0,798378883,945297094,497684395,838407353
0,849014979,952996683,646175596,917828098
0,778821588,934402914,498513138,823835293
0,786975027,938133009,513284259,830546906
0,822349259,960472418,500365622,930797835
1,792009139,919759233,39199532,787042356
0,877788809,946741314,566275045,927593192
0,75587987,936556798,473992103,871784019
0,83605283,932865295,476868327,924237385
0,845382128,955553954,532199093,971097742
0,854006332,938213791,510505533,872177041
0,880028413,960207216,602398479,96233032
0,799792776,936134136,477892068,844846872
0,91488485,948885833,560717594,960455906
0,775009707,93700205,494174426,863953805
0,761058651,953568403,548188953,835867824
0,784137375,938944805,499585629,867884028
0,699331766,931511546,487495734,784321432
0,872178778,945745634,520109199,947123379
0,838388718,927734633,458587237,882183995
0,828885222,954147996,659922976,829095746
0,890441806,864018587,448106079,951779182
0,897082564,921919458,382050407,850621278
0,80467591,936837088,505045581,835202709
0,760958872,869287678,425778774,785319104
0,975642236,919536211,43889241,984793059
0,868241174,942976408,528152879,903467666
0,846514098,928744987,60800468,904465338
0,791124938,945965007,577487447,877135169
0,850650732,80291198,302442354,942709436
0,837901129,931582436,467898406,911660671
0,83938615,908514472,432603715,993137225
0,809521042,899679202,449763565,96997914
0,796758793,811972468,352313167,961181486
0,778904323,94006196,566567543,933428062
0,829768618,948585216,484960757,946790821
0,829874965,947120088,526446644,896574659
0,848801612,960139053,481255789,91882577
0,89165331,94716328,538731536,854611966
0,831075459,942861893,548822698,897874656
0,81792845,935932607,495880661,923572271
0,902568111,887375754,40233023,993832572
0,859875697,942869238,547652708,900535115
0,828774854,94148131,488470726,892735133
0,7953091,933923608,477355823,89999093
0,832077302,932496974,509920538,9129909
0,830541956,855399862,444206113,954318711
0,827760012,972107549,559206357,96792333
0,785786468,937704304,491590699,822746924
0,864823335,95489001,582947399,96257218
0,821682358,946346214,554916394,93158388
0,799519931,942932467,502608102,892614203
0,891602862,879202988,454784771,923814131
0,836340178,940855666,532296592,896846752
0,754454388,937648425,496465656,833630619
0,920788769,919706761,420172573,98201167
0,868415584,939181907,515965485,893339783
0,876963115,906962756,472188368,9439792
0,774168787,907706979,386827865,953472201
0,782867661,933359904,475747087,74553315
1,7799164,930413285,483157022,877377029
0,846573967,957848389,617023351,910088581
0,769452405,937184892,496416906,920458325
0,820661385,942228715,517476722,926323427
0,832184063,956356366,537902793,95770475
0,858669092,946256993,52113294,950388487
0,848136168,940311195,527421635,90570487
0,829897902,93407532,464144689,848958491
0,900758232,95856318,631453225,9618466
0,756746992,934900908,491054453,861504973
0,790031871,968791762,517574221,911056021
0,774280383,943981832,514405499,883725852
0,711601182,925815739,495685663,80191674
0,873751437,947938724,520840443,955437313
0,805075305,922889019,461902208,865949149
0,797778455,920265601,500463121,847688726
0,824813964,939226401,518305465,879493304
0,802643675,942142109,527324136,856063125
0,814848532,943592112,504801833,887081658
0,910972909,946412166,571345001,97448378
0,766943679,945571438,568176278,91930949
0,803666056,940304381,522497928,8951235
0,875895525,941251115,529566616,988753515
0,812425084,858228495,581046166,939474559
0,86250346,818182866,349826939,967288448
0,891185675,940583873,553843904,960304743
0,860004509,946067306,489981963,961483811
0,857686221,951424775,549846439,942316413
0,878662712,973594054,515624238,964960547
0,84996226,944217458,546190221,943828038
0,829550025,945382404,531077853,924993198
0,858764086,951241237,610832155,916830426
0,876396967,873140063,432457466,995888382
0,7895696,940444024,500950617,95564894
0,831245721,938237197,484229513,926142032
0,78740582,933155946,476380832,855851498
0,866341957,938366044,514356749,946821054
0,794093893,875862099,458197241,894942105
0,817299604,97308797,579778677,954137316
0,811573789,950279294,527226637,856788705
0,903102307,946548699,535270316,961997763
0,871104839,951837484,520694194,93814433
0,80456416,945518116,539121533,902681622
0,85893853,946828729,545410228,929769931
0,779398484,939266446,471798372,857423587
0,949610508,911189082,424365037,934546664
0,85408946,928157233,462243455,909876954
0,849796504,910430545,477843319,964960547
0,861682414,883948339,464632184,958067539
0,923511033,902462229,501876859,940321069
0,935891305,929369904,448691074,980107023
0,771240812,935825814,49831814,89488164
0,888788683,953668254,626773266,899144421
0,75201828,940813297,574367474,879493304
0,759051611,929912742,460439721,970009372
0,94065403,876927347,396967777,992109321
0,80142181,933523543,534782821,961423346
0,858534871,523822886,239457905,911267648
0,890913641,829860208,395066543,962360553
0,981248098,914739505,427241262,990386069
0,885863951,928796202,479354556,965262871
0,808263511,933229299,483010774,960697766
0,795426736,9552509,62862575,839405025
0,850612151,925834945,499341881,907790912
0,824081316,950372435,630770731,808688817
0,833569367,954434372,597328523,912718808
0,912682763,91153906,456686004,999425583
0,772236535,939836629,57485497,85830033
0,741336438,91715891,434894945,778274934
1,703348113,90837685,445278604,810381836
0,758300769,928407858,464339687,863500317
0,788181882,910451713,383171647,952293134
0,811417646,934466817,505435577,923179248
0,75127081,931577703,481060791,87592587
0,784510647,932346043,508263053,873567736
0,79786097,937717059,580899917,943828038
0,767744331,915910965,432652464,842730598
0,824762237,94072192,53941403,918886235
0,786103746,918461684,487934481,946639659
0,772095018,930519501,486081997,864588687
0,775183198,917886561,482182031,835323639
0,774746297,923991764,478525813,926776914
0,932593154,955105646,574172476,964658222
0,844621409,941754589,471262126,905009523
0,889525493,951355539,531224102,976539589
0,779571473,934357159,542339005,857484052
0,82465263,921538866,424608785,861202648
0,900210865,933916461,495734412,874202618
0,903094846,946598075,527665383,978655864
0,80742852,944255066,57602496,894125828
0,768061286,927333156,474382099,887383983
0,745340577,929661078,510749281,85600266
0,906428231,961344846,642031882,956646612
0,898401209,993511301,721737435,939202467
0,841022431,942366988,53254034,920911812
0,921847065,943586499,521279189,865435197
0,799256515,939278612,502364354,843335248
0,888768045,977481032,589089845,93230946
0,900548058,942278167,532442841,933186202
0,814371818,925540301,539072783,953200109
0,921987261,954923174,569492517,951114067
0,876107248,958702652,58518988,948030353
0,792878338,943271581,524350412,887625843
0,824101951,952530128,614195876,865193337
0,741584073,942670781,587919856,908214167
0,776761955,925890367,543606493,929618768
0,955668569,914570172,502169356,980167488
0,794823112,902935667,423877541,903407201
0,941300615,900409844,368351777,983734922
0,877226307,864316464,315117243,97545122
0,939322191,826569614,211329401,980379115
0,935973239,938989875,493443182,990960486
0,734363492,931871289,48803198,857030565
0,887811212,896726295,510603032,875623545
0,853958123,937250556,536391557,921546694
0,792200351,931406783,511236777,933276899
0,912212171,936773749,509189295,916195544
0,86335237,934384089,479208307,95685824
0,888634608,855207129,436698679,97400006
0,926216898,952554916,622288305,971823321
0,839809364,949487667,612245893,817486471
0,766378105,926132754,495051918,850228255
0,755044975,93630975,518597962,899083956
0,795460033,93531952,489250719,825316685
0,892426665,938202989,502705601,870181697
0,944476565,95335812,658606737,941772228
0,912904317,931708793,589382343,894307223
0,849226539,939625114,56344757,826072498
0,847236639,933758521,495051918,876258427
0,767300458,930800729,500658119,846358497
0,762875668,879242165,339345781,862230553
0,826651809,858384172,342417004,842579436
0,793783773,917461439,397309024,841611996
0,838888643,931532816,511285526,882939807
0,916232075,942108005,514941744,920669952
0,910420798,917001642,391556574,985851196
0,756294604,951042702,417637596,990930254
0,781367347,938635967,509969288,907790912
0,821154416,92369844,460829718,880460743
0,745222226,924511699,460098474,837077123
0,650708957,911703422,453176035,794086525
0,81569761,924214796,442694876,849956163
0,824400495,94436067,4913957,945460592
0,871312263,924402454,483985765,843123621
0,842109095,910870175,458684737,864891012
0,862473683,864172485,373567981,933669922
0,948286405,960800585,614000877,967772168
0,811731473,93480068,501925608,936542008
0,921300646,950493746,511480525,968467515
0,855766578,949533854,600545995,958581492
0,88507575,956858086,63086823,914442059
0,917998182,94922912,544337737,922665296
0,810339686,924912772,470677132,941500136
0,722339541,91593752,476819578,882577017
0,921416801,951728141,569638766,967621006
0,89827749,94397368,520791693,927623424
0,862435765,953592793,600887242,939807117
0,90830794,951248093,589236094,924116456
0,874201498,955490556,603617218,923360643
0,872617155,962526445,663920441,937569913
0,759807502,938992001,59659728,899023491
0,922700521,941997108,525325403,924328083
0,736208997,940484965,559888851,872025879
0,796420837,954819016,61024716,898086284
0,792404668,950133981,525227904,937207123
0,908648279,948589084,536732804,951839647
0,914859775,955775799,59313606,923693201
0,739284758,933587262,522400429,85648638
0,867994617,939724551,50519183,885721196
0,891873601,944171379,575781212,926202497
0,923851265,933104819,454687271,960909393
0,811974683,883807429,348169454,947062914
0,841984179,933891526,510993029,959760559
0,777825683,937695723,521717935,96973728
0,906156459,936659316,488421976,94325362
0,905561819,948045624,561448837,937207123
0,770541163,892625362,406425194,909121142
0,79349994,938397358,516160484,768721468
0,752745132,920941201,496855653,842488738
0,672079763,91007215,507629308,796716752
0,70322367,907165097,516306732,83765154
0,748497263,926142334,531760347,889590954
0,755454934,887113657,442499878,870030535
0,90845319,951150893,417930093,978293074
0,783559326,924018775,477502072,883665387
0,89827493,936586598,479257057,938446655
0,832907011,937157535,508945547,867702633
0,88643325,91913427,560327597,892583971
0,867750228,935180965,466094672,979774466
1,865992782,847514314,278213816,877890982
0,757758875,918821949,452152294,859963116
0,752260684,931453196,469799639,945762917
0,834985233,934239948,53024911,941439671
0,763718962,928392751,467557159,847598029
0,809375469,944518128,560668844,887807238
0,8403404,953555647,621995808,967530308
0,809754165,879510242,449324818,89950721
0,785226168,94073353,539170282,890830486
0,770563569,928445696,502120606,908697887
0,781799015,937756813,51425925,84542129
0,81879614,936018011,490128211,951900112
0,79478209,930539401,497684395,921032742
0,901147806,950731349,508214303,972337274
0,827638441,931402334,443913616,878435166
0,869570113,949710396,53824404,939383862
0,804071557,933910755,541851509,874746803
0,886845127,853394448,417978843,920730417
0,837944717,936629645,492906937,923844363
0,87633645,933874636,488860722,973425643
0,862918795,953653824,604982206,944432687
0,781572301,943152991,572417491,863923572
0,778602997,937491381,538146541,867884028
0,91822669,956590039,573538732,961090788
0,885565201,995601718,629795739,956344288
0,852759172,940085303,510993029,950086163
0,90781362,950636106,550431434,980167488
0,802357008,936397137,481694535,83121202
0,942549419,971135336,481597036,932732715
0,910398364,947156932,544386487,929407141
0,856795466,935005094,504753083,910451371
0,892381294,963406937,632086969,88176074
0,841310732,959593708,593672305,922483901
0,847461303,937335223,541656511,890225837
0,857156581,749703315,360893092,970190767
0,781957029,940678257,557012626,840946882
0,863798757,937857566,545263979,965837289
0,835066539,931023949,484960757,960546603
0,918114649,921332937,448934822,953139644
0,955811969,943042166,530151611,960546603
0,933985081,938272356,505045581,986213986
0,728772009,912265038,472870862,807116728
0,813810523,895766836,450884805,816246939
0,88427003,939998658,549456442,936753635
0,804420778,958706068,613367133,925718777
0,927257781,965569196,598108517,9249025
0,879706788,932789793,481792034,964416362
0,939307614,947334889,542972749,958793119
0,855094154,953174502,572319992,860628231
0,78455019,945814517,575537464,895939777
0,793498227,943369749,54058402,8807933
0,862664304,941956567,511480525,888411887
0,811898953,949547829,576073709,902983947
0,920907101,943479018,520791693,945551289
0,941398002,943035046,515624238,934788524
0,839667207,938142486,496660654,816670194
0,771202365,92174666,477843319,885963056
0,794790848,941883126,546433969,896846752
0,79084104,932565476,507775557,878616561
0,903124754,954335462,577682445,894307223
0,842086989,911108095,380441671,860688696
0,854692772,915355996,46628967,8188167
0,969431055,970866615,701945108,953925689
0,846058489,939141046,526446644,913504852
0,7707796,938583792,542144006,865556127
0,932460176,947908273,56339882,96997914
0,909256215,946813644,574074977,962481483
0,841473552,95101884,626627017,881307253
0,763824327,925919036,443621118,868186353
0,917657368,938390797,606493443,909242072
0,916489379,944353722,557402623,990265139
0,94609184,964239571,695363916,926837379
0,685555607,94472458,552527665,875532848
0,899063083,959051501,620192073,905916498
0,871514316,965186293,649783064,897300239
0,93200613,947163838,550723931,896725822
0,944918655,926237702,478623312,957039635
0,825680539,935053528,509579291,799256281
0,957757587,955695592,65368303,965293104
0,810904709,818866098,536830303,966139614
0,789092397,935605844,529907863,887656075
0,930052865,901441873,361819334,958460562
0,956890865,956446544,864963682,948604771
0,849219398,934453126,577536197,795991172
0,778242027,827721844,443913616,9380234
0,892005384,879096764,439331156,927986214
0,878048107,900309229,495100668,908939747
0,910437364,935792245,597036026,900504883
0,896134841,899131916,398430264,886174683
0,858441021,776311987,81411788,899779303
0,749781862,875456288,384585385,907337425
0,870250733,85703699,38287915,88844212
0,857245123,940017947,496075659,984037246
0,753557038,941776311,50972554,862139855
0,824453355,932181743,487300736,861232881
0,785034006,903704625,480427046,853553829
0,804240656,798801896,500024375,912537413
0,85465027,939206121,515136743,896756054
0,797313883,936855424,489250719,873839828
0,756204061,864128151,481597036,811319043
0,838756514,941644222,552673914,924146688
0,974428388,809133995,35655438,962239623
0,915384236,9604144,571003754,967016356
0,790786049,938682775,508653049,916800193
0,904255702,945181501,482620777,961937298
0,851028148,936766092,499975625,940018744
0,880868621,940429419,535562814,910662998
0,825815116,946786289,530785356,879644466
0,826984756,953338903,586701116,919702512
0,825999993,941119727,53258909,882788645
0,807517824,926853601,425973773,922393204
0,922548127,955119453,585531127,945641987
0,812935487,94881608,553063911,91262811
0,897438778,941185875,514795496,920669952
0,873884328,941605697,51767172,906007195
0,909487536,964277402,656608005,967711703
0,738816242,955166162,62852825,853100342
0,931239115,946298696,551893921,921879251
0,779002512,937573519,551455175,895395592
0,795738149,959670581,607614683,916769961
0,760659214,94132567,521327938,900414185
0,94523668,955562994,603227222,952474529
0,895022388,961200844,609857164,931886205
0,779778748,915673834,468775898,807933005
0,895472353,945794866,561302589,897542099
0,912629937,959458504,614585872,903739759
0,925876084,94051507,538829035,941741996
0,86049639,931966327,548481451,917556006
0,909014381,964147373,632574465,93122109
0,791843284,938805784,54170526,884904919
0,933536355,972855152,691756447,925235058
0,788307322,933727855,47545459,829579466
0,768280556,911924734,520645444,889470024
0,838533438,922490407,42972749,843667805
0,766266271,93286092,547018964,845572452
0,725428802,927110646,492126944,814886477
0,730329695,937730764,569785014,813042295
0,846156035,915322757,501096865,964234967
0,807798676,927562794,524399162,902530459
0,887774556,943842302,493589431,941953623
0,847786889,939778981,509189295,91810019
0,884711648,941714742,537074051,8832119
0,880312297,930729005,465899673,873356108
0,8480304,936676448,506166821,812195786
0,879560707,944521282,548188953,962632645
1,73319751,878069904,330180861,881609578
0,785390704,927038953,518256715,904586268
0,742865357,902893306,352995661,936723403
0,819079148,936674848,538975284,949904768
0,765353391,949227102,58972359,89999093
0,813989057,949638205,594062302,946488497
0,8229656,959612215,64451811,969827977
0,851778366,935303129,534002827,944976872
0,817878641,939168476,538585287,887172355
0,786339888,934082646,52912787,888411887
0,770404612,941899523,536196558,837470145
0,807738161,932057647,472139619,987302355
0,788257339,934202346,533466582,907669982
0,886567156,952522689,535855311,975360522
0,851830985,925292083,45376103,879704931
0,854859292,951354059,555013894,959397769
0,857588805,944987423,58631112,874263083
0,848447198,92002471,477989568,866100311
0,847287141,934777653,490566958,923451341
0,885212464,934347885,485350753,941772228
0,886196904,95784973,619655828,963932642
0,763525561,94581432,59089358,876832845
0,772871622,940208824,563935066,88892584
0,920585037,957883211,594403549,907579285
0,888684044,996616294,639106908,968376818
0,864772467,935643578,507921806,960334976
0,899566883,947468267,54170526,976781449
0,806483022,941413148,507726807,865223569
0,893236719,973990142,499341881,949269885
0,910606289,947404965,537707795,946186172
0,813577987,947158324,574416224,912325785
0,873679425,962051251,606152196,892039786
0,814134435,953847419,571832496,954318711
0,877283038,947870314,517086725,953895456
0,869810893,917746616,44683859,985911661
0,725666132,939661923,553356408,907579285
0,846467902,945355221,552283918,95746289
0,836380481,941976336,528932872,96949542
0,916257332,940146716,524496661,914593222
0,965526083,931588697,489884464,984702361
0,917259539,939597443,510164286,969465187
0,709474512,911251469,496904402,788100493
0,793875315,890884622,483108273,814644617
0,919627819,943475319,56690879,951567554
0,8546138,962330656,643591869,963327992
0,945375692,971366999,648369327,953441969
0,888960787,943195763,533466582,963569852
0,972231691,948463896,548822698,979260513
0,810363941,946498553,554721396,81443299
0,789182901,94856344,596061034,914986244
0,811592125,946697154,585336128,891374671
0,832717815,936331296,481743285,877921214
0,788188509,914987344,453614781,835293406
0,933885545,945715451,556476381,954439641
0,944978673,934012259,469458392,942044321
0,876366188,948966222,566177546,853372434
0,838011105,930200212,505240579,913414155
0,782974142,945618993,559108858,900807207
0,735304116,939452154,543265246,810805091
0,912088138,944447336,499488129,885358406
0,798956997,908036184,433676205,80678417
0,856147497,923347701,50514308,820539952
0,989252408,962015891,666747916,973244248
0,860823518,940417802,547603958,887263053
0,757458741,944833429,573879979,875865405
0,902606651,941611381,535904061,960304743
0,930923787,949468089,576658704,958037307
0,773310015,946309821,583483645,853221272
0,801525291,947331553,61258714,819723675
0,933225432,968302796,683030273,927986214
0,919215302,947937993,563203822,974060525
0,950355409,956029647,541412763,93291411
0,745412321,952856963,570467508,944432687
0,922871997,968470612,639350656,927623424
0,926378795,974254679,660897967,948755933
0,8963815,938285144,499975625,863711945
0,824604813,939911626,531809097,802249297
0,919497707,946117537,549553941,919853675
0,903846725,945573939,607029688,915560661
0,854106979,948427773,638083167,990053512
0,818133608,932710462,524740409,916074614
0,918489533,944720272,641495637,920790882
0,973436546,960224991,65485302,976539589
0,859442192,943534131,562716326,833932944
0,828629604,998858027,68795398,970493092
0,911739932,919331767,553210159,926383892
0,904235048,943154676,607614683,914804849
0,90266425,944627039,530785356,886204916
0,901570321,925963113,508360552,889379327
0,876947375,919113259,487544484,851558485
0,794232967,896120937,516842978,864709617
0,910212026,935752919,528494126,921909484
0,801304374,810970501,160581095,777156332
0,77321167,930150455,42168381,983251202
0,750401493,943062609,511334276,879584001
0,867299635,926583562,460878467,890497929
0,795016444,941162037,552625165,884663059
0,825821166,781711483,576951202,995223267
0,87203522,939424465,512894262,871784019
0,836142526,941456693,513528007,859177072
0,788924531,935171464,535904061,829005049
0,805963596,944228795,585921123,930918765
0,96843067,701603353,251694048,952565227
0,917190714,960669927,581533662,965232639
0,797818576,946066153,574513723,933216434
0,908116799,948608285,500804368,96293497
0,866375865,936836863,495636913,945944312
0,86019583,939015411,519767952,918009493
0,817668102,940542252,506995564,871451462
0,796455181,94827366,54053527,883907247
0,848524769,947789369,576999951,907821145
0,809572453,91490615,430458733,937842005
0,913009327,956825071,59196607,948544306
0,796822491,958017738,575488714,914895547
0,898578977,946788867,554867645,927109472
0,887787511,935222239,497928143,943525713
0,89340004,967972605,673719105,973637271
0,773460138,958122189,635499439,853825921
0,932042276,94857931,561497587,90132116
0,778094797,940284702,569443767,902772319
0,825295872,959727379,654706771,953472201
0,776457017,949013089,580851168,907730447
0,928132139,94895831,544288987,952172204
0,922319366,974886964,686637742,939232699
0,712049088,906989431,487300736,784351664
0,90102287,932727087,49256569,919158328
0,898108845,962470976,585921123,921365299
0,927418912,948798099,597572271,949541978
0,886756713,947259673,551162677,940290837
0,916731189,957662083,598693511,934758291
0,860344819,943449765,570516258,955921033
0,951767349,96690825,634768196,938658282
0,784035109,920417346,418466338,803277202
0,816822189,921220657,506556818,921667624
0,854671011,934077994,486959489,862260785
0,772949644,940870822,547018964,86997007
0,730485482,928127758,510456784,819935302
0,759068691,943968293,572271243,897965354
0,855168498,924487572,5428265,961937298
0,810752062,943119007,568761273,900383953
0,880858946,94189867,489835714,943888503
0,848308222,931593731,475795837,909846721
0,876079955,937981173,503778092,87045379
0,835443868,937396535,510993029,81455392
0,887846643,938425365,509238044,842821296
0,846435173,925031044,442402379,93886991
1,749841065,929911963,481402038,83825619
1,835096186,829936989,102325355,807600447
1,877083539,935858288,480914542,842277111
1,878322659,795534997,242821625,929558303
1,784128022,872555421,519816702,823109714
0,775362482,935676979,50748306,919369955
0,742295071,909341797,398089017,925053663
0,774357391,935872758,537610296,947969888
0,778328528,944045877,552430166,924811803
0,834149036,953707526,601862234,949179188
0,815696999,962467886,629551991,968981467
0,879011496,942800468,566275045,952837319
0,831634724,942307785,526690391,901623485
0,768010068,925562167,496416906,863832875
0,769712609,941997457,527421635,83217946
0,810871374,918486392,421293814,971127974
0,797017182,936214594,53483157,919702512
0,837748324,954219036,51772047,939504792
0,859928249,898096322,364354312,879130514
0,782919486,955054352,532199093,95066058
0,725478932,921761582,463169697,846418962
0,842610236,88397547,368205528,904163014
0,882200644,934650696,493979428,893853735
0,909021705,94210435,506556818,957372192
0,882075201,958811928,617852094,966441939
0,794416249,943044876,551455175,867944493
0,758632286,937171256,569590016,878616561
0,921703813,957362015,570516258,935332709
0,895985671.1.0,664407936,96913263,
0,882313545,939605578,537074051,963358225
0,899958129,944146878,54394774,98080237
0,770287224,940753391,502461853,881851438
0,889905154,972331327,528494126,941076881
0,923752767,95574768,604348462,940018744
0,819366895,938415768,521912933,901865344
0,888646197,967116609,61258714,898811863
0,821620564,956609895,577536197,950388487
0,887424751,94799848,529371618,951204765
0,84475679,917862295,472822113,973546573
0,723048549,931383917,528689124,897995586
0,873870012,948592255,537220299,972065181
0,912018794,94270946,545751475,980893068
0,758544662,89894361,552235168,908637422
0,936298809,950425489,569200019,948000121
0,932873916,909861148,39662653,959639629
0,941210284,946281426,54633647,985216313
0,713812667,919553988,524447911,800737673
0,77022179,865878516,440744893,815944614
0,885770012,943221116,53829279,940804789
0,869735964,966551798,59430605,966804728
0,954350552,974672099,61253839,958339632
0,904742502,94851914,568566275,977597727
0,980119066,933449524,475942086,981800042
0,819740828,940853979,477599571,831846903
0,792249415,94663379,578706186,908788584
0,82368129,945511424,573197485,925355988
0,827980058,937235897,477502072,873749131
0,772078257,932833397,495929411,865888684
0,92515573,947029579,5485302,954983826
0,971754429,947849214,533564081,969162862
0,945421244,952588091,564422561,929165281
0,845048429,939864931,528932872,898842096
0,809741783,941990357,544581485,935997823
0,757803024,943896432,54394774,875744475
0,936695756,945702706,459220982,910118814
0,858621664,928258834,563935066,859993349
0,7780274,927602806,491834446,816730659
0,98535339,958945308,600789743,970644254
0,865763393,953208057,603080973,893823503
0,750067899,936060036,520742943,852979412
0,908728951,947952183,57256374,932097832
0,934554421,942861028,547701458,943646643
0,75371144,942937369,552673914,823653898
0,959252075,957974796,633354458,962148925
0,939044739,95432302,587578609,988934909
0,98266293,945142115,475844586,971853554
0,763623858,961051679,577536197,954802431
0,933453433,970990875,650124311,940744324
0,94758877,967186781,578072442,935937358
0,946235674,944012366,523619168,918614143
0,879068887,957359099,627309511,876470055
0,892575375,914725892,427046263,902923482
0,93812203,948283931,601618486,940351302
0,844391317,952425422,614244625,982313995
0,813134232,937297531,556866377,930253651
0,962592407,937814932,542144006,969465187
0,980463701,961695946,590503583,981558182
0,898818922,933613041,484375762,878344469
0,875618488,993998909,572709989,97448378
0,90406913,932570338,496855653,914865314
0,924124119,961671612,644030615,937328053
0,895860061,946481381,56222883,953714061
0,86320792,956598678,676644079,83922363
0,87444935,954643623,628966997,86304683
0,785527262,931752933,609223419,824712036
0,912527637,940226603,522449179,93729782
0,789240001,953445877,655828012,921093207
0,94502002,917992312,55891386,921244369
0,776018332,934764214,501876859,752940109
0,831421729,946422805,58743236,867400308
0,828093045,9466557,600789743,896393264
0,667078155,801473999,216984351,714000665
0,95139416,963802312,631453225,96840705
0,768388383,926351121,445961098,980348883
0,766759285,941667295,51547799,877679354
0,808996492,923691131,484229513,970432627
0,805019306,944277451,560863842,907428122
0,864119822,924697238,561546336,996462799
0,871774441,94405386,535172817,886537473
0,848808578,938366143,495490664,88928863
0,815846545,941149772,535075318,837318983
0,819780401,940307894,585628626,915772289
0,963852823,903500407,442499878,9690117
0,88795588,958344668,584263638,950690812
0,773616531,949499128,591137328,874867733
0,904096894,948722828,506703066,958007074
0,854807369,940474019,516647979,940109442
0,881995362,936567949,502413104,939172234
0,876734603,950193205,553502657,930283883
0,810666423,949615318,556915127,861414276
0,845090383,951702484,591722322,909635094
0,850130741,917401725,475649588,984400036
0,907250171,952200326,570857505,946941984
0,811766593,954486133,559157607,881730508
0,907411488,942229419,526592892,937479215
0,91876282,940112524,50631307,966472171
0,916080515,953206579,602008482,886053753
0,763117977,958573531,630380734,84469571
0,967485109,95520746,598108517,960032651
0,779377177,939701126,580851168,905674638
0,79117419,958957881,598644762,942316413
0,842555755,951715704,592356067,939867582
0,91978464,981743837,683274021,945762917
0,756830465,901173811,526397894,841702694
0,894748442,936081028,500950617,907337425
0,89325318,95941212,569200019,910511836
0,932431963,951152214,597084776,959065211
0,87995567,941174914,522790426,953653596
0,947490593,952492472,555647638,966895426
0,841023259,940857368,564715059,973486108
0,947566247,966920819,627212012,952051274
0,851568682,92696026,498951884,86340962
0,818991704,928522838,500901867,925960637
0,875524696,930885725,478672062,90132116
0,784424128,942286344,543167747,854702663
0,760172771,931625732,51538049,824077153
0,753277758,943716808,569443767,871118904
0,876022308,937050794,558523863,962239623
0,820569149,94007302,526739141,920246697
0,893326113,9426731,495344416,944432687
0,870724082,934845163,495588164,921607159
0,908491008,939518728,511431775,907307192
0,800901559,92078123,417930093,787677238
0,871583077,920065101,411738897,818514376
0,858011766,933604327,513723005,962058228
1,741461525,873295445,258665237,877800284
0,771590017,92849844,460098474,933730387
0,736228493,909076539,407302686,930435045
0,807467406,917732694,51538049,970523324
0,75685673,936764954,522546678,872056111
0,818725018,940832429,574172476,950086163
0,815137484,951443453,627602008,96852798
0,89871611,942989941,552235168,962965202
0,784617759,936123861,52566665,958944282
0,746731336,920726463,47311461,859691024
0,785009073,940112065,498513138,840009674
0,871722205,864952062,488519475,988844212
0,808536843,935506083,542095257,927321099
0,838316963,952204609,508263053,956525682
0,82804578,857656593,358796861,858088702
0,77404365,944415224,482815775,958097772
0,722592966,88665662,389557841,775221453
0,815823855,914845821,422610052,886265381
0,754174427,926435743,454589772,853523596
0,931178979,935374822,502559353,976116335
0,873352424,953402194,590113587,977325634
0,80044544,938702977,519475455,868821235
0,784053028,933584456,555745137,871390997
0,912545988,959135788,542729001,947758261
0,838589801,992217535,582118656,957523355
0,869521867,934834838,498220641,952928016
0,834986254,939540051,498854385,948907096
0,773154814,937064348,493833179,873084016
0,894869349,969199343,480378297,973093086
0,855480066,93887562,513820504,971581461
0,828725239,929588354,49490567,93899084
0,870872519,956448902,538536538,91810019
0,818838843,946561666,529615366,952383832
0,896590372,942692579,494564423,965837289
0,860618278,922061928,501584361,960123349
